retailer_id,territory_id,state,district,tehsil
RTL_00142,TER_0019,Karnataka,Kalaburagi,Kalaburagi_T006
RTL_00143,TER_0019,Karnataka,Kalaburagi,Kalaburagi_T007
RTL_00144,TER_0019,Karnataka,Kalaburagi,Kalaburagi_T004
RTL_00145,TER_0019,Karnataka,Kalaburagi,Kalaburagi_T006
RTL_00146,TER_0020,Rajasthan,Jaipur,Jaipur_T003
RTL_00147,TER_0020,Rajasthan,Jaipur,Jaipur_T007
RTL_00148,TER_0020,Rajasthan,Jaipur,Jaipur_T003
RTL_00149,TER_0020,Rajasthan,Jaipur,Jaipur_T012
RTL_00150,TER_0020,Rajasthan,Jaipur,Jaipur_T009
RTL_00151,TER_0020,Rajasthan,Jaipur,Jaipur_T011
RTL_00152,TER_0020,Rajasthan,Jaipur,Jaipur_T005
RTL_00153,TER_0020,Rajasthan,Jaipur,Jaipur_T010
RTL_00154,TER_0020,Rajasthan,Jaipur,Jaipur_T013
RTL_00155,TER_0020,Rajasthan,Jaipur,Jaipur_T009
RTL_00156,TER_0020,Rajasthan,Jaipur,Jaipur_T013
RTL_00157,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T008
RTL_00158,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T008
RTL_00159,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T007
RTL_00160,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T010
RTL_00161,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T005
RTL_00162,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T006
RTL_00163,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T004
RTL_00164,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T002
RTL_00165,TER_0022,Punjab,Bathinda,Bathinda_T005
RTL_00166,TER_0022,Punjab,Bathinda,Bathinda_T008
RTL_00167,TER_0022,Punjab,Bathinda,Bathinda_T004
RTL_00168,TER_0022,Punjab,Bathinda,Bathinda_T008
RTL_00169,TER_0022,Punjab,Bathinda,Bathinda_T010
RTL_00170,TER_0022,Punjab,Bathinda,Bathinda_T010
RTL_00171,TER_0022,Punjab,Bathinda,Bathinda_T011
RTL_00172,TER_0022,Punjab,Bathinda,Bathinda_T007
RTL_00173,TER_0022,Punjab,Bathinda,Bathinda_T006
RTL_00174,TER_0023,Madhya Pradesh,Indore,Indore_T001
RTL_00175,TER_0023,Madhya Pradesh,Indore,Indore_T008
RTL_00176,TER_0023,Madhya Pradesh,Indore,Indore_T006
RTL_00177,TER_0023,Madhya Pradesh,Indore,Indore_T003
RTL_00178,TER_0023,Madhya Pradesh,Indore,Indore_T008
RTL_00179,TER_0023,Madhya Pradesh,Indore,Indore_T004
RTL_00180,TER_0023,Madhya Pradesh,Indore,Indore_T006
RTL_00181,TER_0024,Gujarat,Rajkot,Rajkot_T007
RTL_00182,TER_0024,Gujarat,Rajkot,Rajkot_T003
RTL_00183,TER_0024,Gujarat,Rajkot,Rajkot_T003
RTL_00184,TER_0024,Gujarat,Rajkot,Rajkot_T003
RTL_00185,TER_0024,Gujarat,Rajkot,Rajkot_T005
RTL_00186,TER_0024,Gujarat,Rajkot,Rajkot_T006
RTL_00187,TER_0025,Punjab,Patiala,Patiala_T003
RTL_00188,TER_0025,Punjab,Patiala,Patiala_T005
RTL_00189,TER_0025,Punjab,Patiala,Patiala_T001
RTL_00190,TER_0025,Punjab,Patiala,Patiala_T005
RTL_00191,TER_0025,Punjab,Patiala,Patiala_T002
RTL_00192,TER_0026,West Bengal,Nadia,Nadia_T002
RTL_00193,TER_0026,West Bengal,Nadia,Nadia_T004
RTL_00194,TER_0026,West Bengal,Nadia,Nadia_T007
RTL_00195,TER_0026,West Bengal,Nadia,Nadia_T008
RTL_00196,TER_0026,West Bengal,Nadia,Nadia_T009
RTL_00197,TER_0026,West Bengal,Nadia,Nadia_T004
RTL_00198,TER_0026,West Bengal,Nadia,Nadia_T008
RTL_00199,TER_0027,Haryana,Karnal,Karnal_T008
RTL_00200,TER_0027,Haryana,Karnal,Karnal_T008
RTL_00201,TER_0027,Haryana,Karnal,Karnal_T001
RTL_00202,TER_0027,Haryana,Karnal,Karnal_T002
RTL_00203,TER_0027,Haryana,Karnal,Karnal_T005
RTL_00204,TER_0027,Haryana,Karnal,Karnal_T004
RTL_00205,TER_0027,Haryana,Karnal,Karnal_T007
RTL_00206,TER_0027,Haryana,Karnal,Karnal_T004
RTL_00207,TER_0028,Bihar,Muzaffarpur,Muzaffarpur_T003
RTL_00208,TER_0028,Bihar,Muzaffarpur,Muzaffarpur_T006
RTL_00209,TER_0028,Bihar,Muzaffarpur,Muzaffarpur_T005
RTL_00210,TER_0028,Bihar,Muzaffarpur,Muzaffarpur_T003
RTL_00211,TER_0028,Bihar,Muzaffarpur,Muzaffarpur_T004
RTL_00212,TER_0028,Bihar,Muzaffarpur,Muzaffarpur_T005
RTL_00213,TER_0029,Karnataka,Vijayapura,Vijayapura_T009
RTL_00214,TER_0029,Karnataka,Vijayapura,Vijayapura_T006
RTL_00215,TER_0029,Karnataka,Vijayapura,Vijayapura_T007
RTL_00216,TER_0029,Karnataka,Vijayapura,Vijayapura_T009
RTL_00217,TER_0029,Karnataka,Vijayapura,Vijayapura_T006
RTL_00218,TER_0029,Karnataka,Vijayapura,Vijayapura_T006
RTL_00219,TER_0029,Karnataka,Vijayapura,Vijayapura_T008
RTL_00220,TER_0030,Uttar Pradesh,Meerut,Meerut_T003
RTL_00221,TER_0030,Uttar Pradesh,Meerut,Meerut_T003
RTL_00222,TER_0030,Uttar Pradesh,Meerut,Meerut_T003
RTL_00223,TER_0030,Uttar Pradesh,Meerut,Meerut_T002
RTL_00224,TER_0030,Uttar Pradesh,Meerut,Meerut_T001
RTL_00225,TER_0030,Uttar Pradesh,Meerut,Meerut_T006
RTL_00226,TER_0031,Gujarat,Mehsana,Mehsana_T004
RTL_00227,TER_0031,Gujarat,Mehsana,Mehsana_T006
RTL_00228,TER_0031,Gujarat,Mehsana,Mehsana_T002
RTL_00229,TER_0031,Gujarat,Mehsana,Mehsana_T012
RTL_00230,TER_0031,Gujarat,Mehsana,Mehsana_T009
RTL_00231,TER_0031,Gujarat,Mehsana,Mehsana_T012
RTL_00232,TER_0031,Gujarat,Mehsana,Mehsana_T003
RTL_00233,TER_0031,Gujarat,Mehsana,Mehsana_T004
RTL_00234,TER_0031,Gujarat,Mehsana,Mehsana_T004
RTL_00235,TER_0031,Gujarat,Mehsana,Mehsana_T012
RTL_00236,TER_0032,Punjab,Amritsar,Amritsar_T008
RTL_00237,TER_0032,Punjab,Amritsar,Amritsar_T005
RTL_00238,TER_0032,Punjab,Amritsar,Amritsar_T010
RTL_00239,TER_0032,Punjab,Amritsar,Amritsar_T009
RTL_00240,TER_0032,Punjab,Amritsar,Amritsar_T010
RTL_00241,TER_0032,Punjab,Amritsar,Amritsar_T005
RTL_00242,TER_0032,Punjab,Amritsar,Amritsar_T002
RTL_00243,TER_0032,Punjab,Amritsar,Amritsar_T004
RTL_00244,TER_0033,Haryana,Rohtak,Rohtak_T005
RTL_00245,TER_0033,Haryana,Rohtak,Rohtak_T004
RTL_00246,TER_0033,Haryana,Rohtak,Rohtak_T006
RTL_00247,TER_0033,Haryana,Rohtak,Rohtak_T003
RTL_00248,TER_0033,Haryana,Rohtak,Rohtak_T005
RTL_00249,TER_0033,Haryana,Rohtak,Rohtak_T001
RTL_00250,TER_0033,Haryana,Rohtak,Rohtak_T012
RTL_00251,TER_0033,Haryana,Rohtak,Rohtak_T009
RTL_00252,TER_0033,Haryana,Rohtak,Rohtak_T003
RTL_00253,TER_0033,Haryana,Rohtak,Rohtak_T005
RTL_00254,TER_0034,Bihar,Patna,Patna_T013
RTL_00255,TER_0034,Bihar,Patna,Patna_T013
RTL_00256,TER_0034,Bihar,Patna,Patna_T021
RTL_00257,TER_0034,Bihar,Patna,Patna_T017
RTL_00258,TER_0034,Bihar,Patna,Patna_T015
RTL_00259,TER_0034,Bihar,Patna,Patna_T023
RTL_00260,TER_0034,Bihar,Patna,Patna_T020
RTL_00261,TER_0034,Bihar,Patna,Patna_T014
RTL_00262,TER_0034,Bihar,Patna,Patna_T013
RTL_00263,TER_0035,Haryana,Hisar,Hisar_T016
RTL_00264,TER_0035,Haryana,Hisar,Hisar_T019
RTL_00265,TER_0035,Haryana,Hisar,Hisar_T019
RTL_00266,TER_0035,Haryana,Hisar,Hisar_T019
RTL_00267,TER_0035,Haryana,Hisar,Hisar_T017
RTL_00268,TER_0035,Haryana,Hisar,Hisar_T014
RTL_00269,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T011
RTL_00270,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T015
RTL_00271,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T018
RTL_00272,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T012
RTL_00273,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T012
RTL_00274,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T017
RTL_00275,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T018
RTL_00276,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T012
RTL_00277,TER_0036,Uttar Pradesh,Varanasi,Varanasi_T020
RTL_00278,TER_0037,Rajasthan,Bharatpur,Bharatpur_T019
RTL_00279,TER_0037,Rajasthan,Bharatpur,Bharatpur_T019
RTL_00280,TER_0037,Rajasthan,Bharatpur,Bharatpur_T009
RTL_00281,TER_0037,Rajasthan,Bharatpur,Bharatpur_T011
RTL_00282,TER_0037,Rajasthan,Bharatpur,Bharatpur_T011
RTL_00283,TER_0037,Rajasthan,Bharatpur,Bharatpur_T018
RTL_00284,TER_0037,Rajasthan,Bharatpur,Bharatpur_T013
RTL_00285,TER_0037,Rajasthan,Bharatpur,Bharatpur_T010
RTL_00286,TER_0037,Rajasthan,Bharatpur,Bharatpur_T012
RTL_00287,TER_0038,Maharashtra,Jalgaon,Jalgaon_T011
RTL_00288,TER_0038,Maharashtra,Jalgaon,Jalgaon_T018
RTL_00289,TER_0038,Maharashtra,Jalgaon,Jalgaon_T016
RTL_00290,TER_0038,Maharashtra,Jalgaon,Jalgaon_T013
RTL_00291,TER_0038,Maharashtra,Jalgaon,Jalgaon_T018
RTL_00292,TER_0038,Maharashtra,Jalgaon,Jalgaon_T016
RTL_00293,TER_0038,Maharashtra,Jalgaon,Jalgaon_T017
RTL_00294,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T019
RTL_00295,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T016
RTL_00296,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T021
RTL_00297,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T018
RTL_00298,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T016
RTL_00299,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T021
RTL_00300,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T021
RTL_00301,TER_0039,Uttar Pradesh,Lucknow,Lucknow_T012
RTL_00302,TER_0040,Madhya Pradesh,Ratlam,Ratlam_T012
RTL_00303,TER_0040,Madhya Pradesh,Ratlam,Ratlam_T013
RTL_00304,TER_0040,Madhya Pradesh,Ratlam,Ratlam_T008
RTL_00305,TER_0040,Madhya Pradesh,Ratlam,Ratlam_T014
RTL_00306,TER_0040,Madhya Pradesh,Ratlam,Ratlam_T009
RTL_00307,TER_0040,Madhya Pradesh,Ratlam,Ratlam_T013
RTL_00308,TER_0041,Rajasthan,Bikaner,Bikaner_T011
RTL_00309,TER_0041,Rajasthan,Bikaner,Bikaner_T012
RTL_00310,TER_0041,Rajasthan,Bikaner,Bikaner_T009
RTL_00311,TER_0041,Rajasthan,Bikaner,Bikaner_T010
RTL_00312,TER_0041,Rajasthan,Bikaner,Bikaner_T011
RTL_00313,TER_0041,Rajasthan,Bikaner,Bikaner_T010
RTL_00314,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T021
RTL_00315,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T014
RTL_00316,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T015
RTL_00317,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T013
RTL_00318,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T019
RTL_00319,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T020
RTL_00320,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T024
RTL_00321,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T022
RTL_00322,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T020
RTL_00323,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T017
RTL_00324,TER_0042,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T013
RTL_00325,TER_0043,Rajasthan,Sikar,Sikar_T011
RTL_00326,TER_0043,Rajasthan,Sikar,Sikar_T012
RTL_00327,TER_0043,Rajasthan,Sikar,Sikar_T012
RTL_00328,TER_0043,Rajasthan,Sikar,Sikar_T015
RTL_00329,TER_0043,Rajasthan,Sikar,Sikar_T009
RTL_00330,TER_0043,Rajasthan,Sikar,Sikar_T011
RTL_00331,TER_0043,Rajasthan,Sikar,Sikar_T012
RTL_00332,TER_0044,Madhya Pradesh,Sehore,Sehore_T015
RTL_00333,TER_0044,Madhya Pradesh,Sehore,Sehore_T018
RTL_00334,TER_0044,Madhya Pradesh,Sehore,Sehore_T013
RTL_00335,TER_0044,Madhya Pradesh,Sehore,Sehore_T015
RTL_00336,TER_0044,Madhya Pradesh,Sehore,Sehore_T014
RTL_00337,TER_0044,Madhya Pradesh,Sehore,Sehore_T016
RTL_00338,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T014
RTL_00339,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T013
RTL_00340,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T012
RTL_00341,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T014
RTL_00342,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T024
RTL_00343,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T016
RTL_00344,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T021
RTL_00345,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T023
RTL_00346,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T021
RTL_00347,TER_0045,Gujarat,Ahmedabad,Ahmedabad_T016
RTL_00348,TER_0046,Uttar Pradesh,Agra,Agra_T018
RTL_00349,TER_0046,Uttar Pradesh,Agra,Agra_T012
RTL_00350,TER_0046,Uttar Pradesh,Agra,Agra_T018
RTL_00351,TER_0046,Uttar Pradesh,Agra,Agra_T022
RTL_00352,TER_0046,Uttar Pradesh,Agra,Agra_T015
RTL_00353,TER_0046,Uttar Pradesh,Agra,Agra_T022
RTL_00354,TER_0046,Uttar Pradesh,Agra,Agra_T017
RTL_00355,TER_0046,Uttar Pradesh,Agra,Agra_T015
RTL_00356,TER_0046,Uttar Pradesh,Agra,Agra_T019
RTL_00357,TER_0046,Uttar Pradesh,Agra,Agra_T019
RTL_00358,TER_0047,West Bengal,Bardhaman,Bardhaman_T014
RTL_00359,TER_0047,West Bengal,Bardhaman,Bardhaman_T014
RTL_00360,TER_0047,West Bengal,Bardhaman,Bardhaman_T008
RTL_00361,TER_0047,West Bengal,Bardhaman,Bardhaman_T016
RTL_00362,TER_0047,West Bengal,Bardhaman,Bardhaman_T007
RTL_00363,TER_0047,West Bengal,Bardhaman,Bardhaman_T013
RTL_00364,TER_0047,West Bengal,Bardhaman,Bardhaman_T012
RTL_00365,TER_0047,West Bengal,Bardhaman,Bardhaman_T016
RTL_00366,TER_0048,Maharashtra,Akola,Akola_T018
RTL_00367,TER_0048,Maharashtra,Akola,Akola_T014
RTL_00368,TER_0048,Maharashtra,Akola,Akola_T015
RTL_00369,TER_0048,Maharashtra,Akola,Akola_T017
RTL_00370,TER_0048,Maharashtra,Akola,Akola_T024
RTL_00371,TER_0048,Maharashtra,Akola,Akola_T027
RTL_00372,TER_0048,Maharashtra,Akola,Akola_T027
RTL_00373,TER_0048,Maharashtra,Akola,Akola_T023
RTL_00374,TER_0048,Maharashtra,Akola,Akola_T023
RTL_00375,TER_0048,Maharashtra,Akola,Akola_T014
RTL_00376,TER_0048,Maharashtra,Akola,Akola_T026
RTL_00377,TER_0049,Haryana,Sirsa,Sirsa_T019
RTL_00378,TER_0049,Haryana,Sirsa,Sirsa_T015
RTL_00379,TER_0049,Haryana,Sirsa,Sirsa_T017
RTL_00380,TER_0049,Haryana,Sirsa,Sirsa_T022
RTL_00381,TER_0049,Haryana,Sirsa,Sirsa_T023
RTL_00382,TER_0049,Haryana,Sirsa,Sirsa_T022
RTL_00383,TER_0049,Haryana,Sirsa,Sirsa_T019
RTL_00384,TER_0050,Maharashtra,Amravati,Amravati_T010
RTL_00385,TER_0050,Maharashtra,Amravati,Amravati_T017
RTL_00386,TER_0050,Maharashtra,Amravati,Amravati_T014
RTL_00387,TER_0050,Maharashtra,Amravati,Amravati_T018
RTL_00388,TER_0050,Maharashtra,Amravati,Amravati_T015
RTL_00389,TER_0050,Maharashtra,Amravati,Amravati_T009
RTL_00390,TER_0050,Maharashtra,Amravati,Amravati_T015
RTL_00391,TER_0050,Maharashtra,Amravati,Amravati_T013
RTL_00392,TER_0050,Maharashtra,Amravati,Amravati_T014
RTL_00393,TER_0051,Punjab,Ludhiana,Ludhiana_T015
RTL_00394,TER_0051,Punjab,Ludhiana,Ludhiana_T015
RTL_00395,TER_0051,Punjab,Ludhiana,Ludhiana_T018
RTL_00396,TER_0051,Punjab,Ludhiana,Ludhiana_T013
